table_code;table_name;series_code;series_name;unit_name;interval_id;chart_no;chart_title;sub_chart;sub_chart_title;legend_label;shape;rolling_average_periods;rolling_average_alignment;year_on_year;xmin;xmax;notes
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C22--L--B1G--A;..22 Proizvodnja izdelkov iz gume in plastičnih mas -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;2;Rast dodane vrednosti v srednje nizko tehnološko zahtevnih dejavnostih;Gumarska ind.;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C23--L--B1G--A;..23 Proizvodnja nekovinskih mineralnih izdelkov -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;2;Rast dodane vrednosti v srednje nizko tehnološko zahtevnih dejavnostih;Proiz. nekovin. mineral. izd.;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C24--L--B1G--A;..24 Proizvodnja kovin -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;2;Rast dodane vrednosti v srednje nizko tehnološko zahtevnih dejavnostih;Proiz. kovin;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C25--L--B1G--A;..25 Proizvodnja kovinskih izdelkov, razen strojev in naprav -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;2;Rast dodane vrednosti v srednje nizko tehnološko zahtevnih dejavnostih;Proiz. kovin. izd.;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C33--L--B1G--A;..33 Popravila in montaža strojev in naprav -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;2;Rast dodane vrednosti v srednje nizko tehnološko zahtevnih dejavnostih;Popravila in montaža;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C20--L--B1G--A;..20 Proizvodnja kemikalij, kemičnih izdelkov -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;3;Rast dodane vrednosti v srednje visoko tehnološko zahtevnih dejavnostih;Kemična ind.;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C27--L--B1G--A;..27 Proizvodnja električnih naprav -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;3;Rast dodane vrednosti v srednje visoko tehnološko zahtevnih dejavnostih;Proiz. el. naprav;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C28--L--B1G--A;..28 Proizvodnja drugih strojev in naprav -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;3;Rast dodane vrednosti v srednje visoko tehnološko zahtevnih dejavnostih;Proiz. dr. strojev in naprav;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C29--L--B1G--A;..29 Proizvodnja motornih vozil, prikolic in polprikolic -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;3;Rast dodane vrednosti v srednje visoko tehnološko zahtevnih dejavnostih;Proiz. mot. vozil in plovil;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C30--L--B1G--A;..30 Proizvodnja drugih vozil in plovil -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;3;Rast dodane vrednosti v srednje visoko tehnološko zahtevnih dejavnostih;Proiz. dr. vozil in plovil;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C21--L--B1G--A;..21 Proizvodnja farmacevtskih surovin in preparatov -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;4;Rast dodane vrednosti v visoko tehnološko zahtevnih dejavnostih;Farmacevtska ind.;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C26--L--B1G--A;..26 Proizvodnja računalnikov, elektronskih, optičnih izdelkov -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;4;Rast dodane vrednosti v visoko tehnološko zahtevnih dejavnostih;Proiz. IKT opreme;;;;TRUE;;;
