table_code;table_name;series_code;series_name;unit_name;interval_id;chart_no;chart_title;sub_chart;sub_chart_title;legend_label;shape;rolling_average_periods;rolling_average_alignment;year_on_year;xmin;xmax;notes
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C22--1--M;C22 Proizvodnja izdelkov iz gume in plastičnih mas -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;2;Rast zaposlenosti v srednje nizko tehnološko zahtevnih pred.dejavnostih;Gumarska ind.;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C23--1--M;C23 Proizvodnja nekovinskih mineralnih izdelkov -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;2;Rast zaposlenosti v srednje nizko tehnološko zahtevnih pred.dejavnostih;Proiz. nekovin. mineral. izd.;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C24--1--M;C24 Proizvodnja kovin -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;2;Rast zaposlenosti v srednje nizko tehnološko zahtevnih pred.dejavnostih;Proiz. kovin;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C25--1--M;C25 Proizvodnja kovinskih izdelkov, razen strojev in naprav -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;2;Rast zaposlenosti v srednje nizko tehnološko zahtevnih pred.dejavnostih;Proiz. kovin. izd.;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C26--1--M;C26 Proizvodnja računalnikov, elektronskih in optičnih izdelkov -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;4;Rast zaposlenosti v visoko tehnološko zahtevnih pred.dejavnostih;Proiz. IKT opreme;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C27--1--M;C27 Proizvodnja električnih naprav -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;3;Rast zaposlenosti v srednje visoko tehnološko zahtevnih pred.dejavnostih;Proiz. el. naprav;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C28--1--M;C28 Proizvodnja drugih strojev in naprav -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;3;Rast zaposlenosti v srednje visoko tehnološko zahtevnih pred.dejavnostih;Proiz. dr. strojev in naprav;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C29--1--M;C29 Proizvodnja motornih vozil, prikolic in polprikolic -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;3;Rast zaposlenosti v srednje visoko tehnološko zahtevnih pred.dejavnostih;Proiz. mot. vozil in plovil;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C30--1--M;C30 Proizvodnja drugih vozil in plovil -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;3;Rast zaposlenosti v srednje visoko tehnološko zahtevnih pred.dejavnostih;Proiz. dr. vozil in plovil;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C31--1--M;C31 Proizvodnja pohištva -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Pohištvena ind.;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C32--1--M;C32 Druge raznovrstne predelovalne dejavnosti -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Dr. razno. pred. dej.;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C33--1--M;C33 Popravila in montaža strojev in naprav -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;2;Rast zaposlenosti v srednje nizko tehnološko zahtevnih pred.dejavnostih;Popravila in montaža;;;;TRUE;;;
